config,trace,instr,cycles,BRANCH_DIRECT_JUMP_mpki,BRANCH_INDIRECT_mpki,BRANCH_CONDITIONAL_mpki,BRANCH_DIRECT_CALL_mpki,BRANCH_INDIRECT_CALL_mpki,BRANCH_RETURN_mpki,BRANCH_DIRECT_JUMP_count,BRANCH_INDIRECT_count,BRANCH_CONDITIONAL_count,BRANCH_DIRECT_CALL_count,BRANCH_INDIRECT_CALL_count,BRANCH_RETURN_count
blbp64_untuned,prometheus__prometheus-15142.toolchain_w00002,200000003,194237671,0.07884,0.008605,2.253,0.0512,0.009345,0.4428,3728454,31887,26660963,3827968,97209,3886354
blbp64_untuned,prometheus__prometheus-15142.toolchain_w00003,200000004,140755698,0.04984,0.00058,2.066,0.02495,0.00037,0.2532,3598611,327,23428527,3398205,553421,3910205
blbp64_untuned,prometheus__prometheus-15142_w00000,200000001,188242483,0.2087,1.129,4.882,0.4527,0.3207,0.6394,1340903,1143558,27745991,3291834,557532,3845464
blbp64_untuned,prometheus__prometheus-15142_w00001,200000003,99690329,0.02631,0.1121,0.3023,0.02675,0.01811,0.1446,1046412,2182114,28024063,2909155,455798,3364961
blbp64_untuned,prometheus__prometheus-15142_w00002,200000001,93276111,0.02617,0.08864,0.25,0.02617,0.01551,0.1449,1070720,2203888,27907843,2934958,459156,3394118
blbp64_untuned,prometheus__prometheus-15142_w00003,200000002,150910623,0.04954,0.1592,0.9104,0.03613,0.00952,0.3466,2343677,1225186,28248278,3185489,218378,3357383
blbp64_untuned,redis__redis-13115.toolchain_w00000,200000000,176004374,0.2,0.02996,2.326,0.4219,0.01371,0.6066,1422550,258905,18214206,3370174,42561,3385912
blbp64_untuned,redis__redis-13115.toolchain_w00001,200000001,178066001,0.08347,0.000275,0.7911,0.01265,0.00012,0.09647,4886927,681089,25554129,5449207,29448,5463099
blbp64_untuned,redis__redis-13115.toolchain_w00002,200000000,87510375,0.01455,0.00322,0.6025,0.01455,0.00065,0.4152,3616939,956157,22183585,4982184,358492,5322826
blbp64_untuned,redis__redis-13115.toolchain_w00003,200000001,79947543,0.055,0.004405,0.9501,0.06681,0.00247,0.4379,1502885,981476,29529519,4711492,95642,4768950
blbp64_untuned,redis__redis-13115_w00000,200000004,189096932,0.2122,1.14,4.923,0.4657,0.3232,0.645,1340333,1141333,27784682,3285943,558221,3840586
blbp64_untuned,redis__redis-13115_w00001,200000002,170353330,0.2593,0.1911,3.998,0.384,0.06724,0.8875,1646708,388827,28178062,3808992,115125,3839799
blbp64_untuned,redis__redis-13115_w00002,200000001,165750232,0.3223,0.2162,5.699,0.5172,0.09948,0.9505,1642019,375212,28127382,3747887,165628,3843751
blbp64_untuned,redis__redis-13115_w00003,200000000,529853004,1.099,0.4354,3.504,0.1167,1.236,0.1814,2239988,1294762,33730624,2627001,1399561,4025098
blbp64_untuned,rubocop__rubocop-13668.toolchain_w00000,200000001,147140657,0.238,0.4103,2.959,0.2824,0.06683,0.3867,2330790,695381,23209522,3894479,358147,4251023
blbp64_untuned,rubocop__rubocop-13668.toolchain_w00001,200000000,139575047,0.2052,0.5928,2.968,0.1651,0.1093,0.2915,2560167,842900,25945846,3752199,533075,4285220
blbp64_untuned,rubocop__rubocop-13668.toolchain_w00002,200000004,127422505,0.02513,0.2662,1.512,0.03583,0.006375,0.229,2856849,853940,26973105,3826115,669375,4495487
blbp64_untuned,rubocop__rubocop-13668.toolchain_w00003,200000004,192726546,1.136,1.942,1.185,0.1272,1.13,0.2523,2621483,2460040,21875057,3438100,454029,3889525
blbp64_untuned,rubocop__rubocop-13668_w00000,200000001,189267227,0.2132,1.151,4.889,0.4659,0.3198,0.6492,1337631,1151645,27665919,3291849,550778,3839149
blbp64_untuned,rubocop__rubocop-13668_w00001,200000000,119071066,1.211,0.236,0.8057,0.04303,1.191,0.1127,2936479,3009905,22173962,2359426,421710,2779302
blbp64_untuned,rubocop__rubocop-13668_w00002,200000003,178926181,1.021,0.7248,1.118,0.0829,0.9924,0.1979,2754256,2510435,21777716,3181829,638538,3817961
blbp64_untuned,rubocop__rubocop-13668_w00003,200000004,107064823,0.00107,0.0161,0.4262,0.001085,0.00037,0.1539,1631261,3361281,25662991,1544247,425847,1968815
ittage64,706.stockfish_r.sp0,200000000,138572392,0.000965,0.07372,4.868,0.01184,0.000115,0.03401,2009566,192645,15203047,1648859,4237,1653096
ittage64,706.stockfish_r.sp1,200000003,145430257,8.5e-05,0.08585,5.571,0.00631,5e-06,0.04018,1890249,209929,15908622,1658393,11,1658390
ittage64,706.stockfish_r.sp2,200000001,140920997,8.5e-05,0.08349,4.855,0.00791,0,0.01865,1885935,181712,15526242,1495433,0,1495426
ittage64,707.ntest_r.sp0,200000001,111475008,5e-06,0,2.187,0,0,0.02058,1193798,3554,9902725,2792298,0,2792293
ittage64,707.ntest_r.sp1,200000004,112078343,3.5e-05,0,2.33,5e-06,0,0.02708,1102657,4064,8753593,2555805,10,2555832
ittage64,707.ntest_r.sp2,200000004,113051793,5.5e-05,5e-06,0.6586,3e-05,0,0.00189,925054,2933,5627153,2141141,6,2141133
ittage64,708.sqlite_r.sp0,200000000,174681678,1e-05,1e-05,0.02135,5e-06,0,5e-06,8394659,3043112,23399662,1147718,393457,1541175
ittage64,708.sqlite_r.sp1,200000004,171699662,0.00261,0.000675,2.014,0.001505,0.00033,0.104,3689725,1701518,27818776,2489608,799833,3289443
ittage64,708.sqlite_r.sp2,200000002,112654230,0.00099,0.01357,0.6083,5e-06,0,0.004,4870805,2002843,30168925,1496289,528775,2025065
ittage64,710.omnetpp_r.sp0,200000002,189768466,0.00121,8e-05,6.895,4.5e-05,0.000405,0.00172,561500,613960,44860635,778398,407807,1186205
ittage64,710.omnetpp_r.sp2,200000003,245383989,0.8163,0.002555,2.675,0.0176,0.8081,1.029,2569700,1730054,21604710,3392407,2679525,6071927
ittage64,714.cpython_r.sp0,200000004,94959651,0.00054,0.000495,0.003455,0.00014,0.00014,0.000955,3561122,3085338,25261156,2806017,562356,3368371
ittage64,714.cpython_r.sp1,200000001,96966986,0.3232,2e-05,0.9699,0.08081,0,0.4847,3296169,2052009,27904125,3344642,484732,3829365
ittage64,721.gcc_r.sp1,200000001,155649196,0.133,0.05529,4.036,0.06978,0.04739,0.2615,3000985,358968,29282270,3165607,283659,3449273
ittage64,723.llvm_r.sp1,200000001,150121534,0.6332,0.2684,7.382,1.176,0.05703,0.5431,2945746,804418,27258443,4535660,158516,4694183
ittage64,723.llvm_r.sp2,200000003,106025489,0.03164,0.05951,0.7407,0.000365,5e-06,0.00145,1774234,978910,23664945,5607478,7958,5615436
ittage64,727.cppcheck_r.sp1,200000004,365455726,0.02997,0.00084,0.2722,0.00611,0.00099,0.05365,2783886,1874956,38324849,4049222,97085,4146302
ittage64,727.cppcheck_r.sp2,200000001,154072718,0.00059,4e-05,0.1781,0.00028,5e-06,0.00026,1633648,401871,44570339,3204586,11486,3216072
ittage64,729.abc_r.sp0,200000003,162444024,0.000105,0,11,1.5e-05,0,1.5e-05,3801460,2539,27530713,21062,0,21061
ittage64,729.abc_r.sp2,200000004,163085895,0.00013,1.5e-05,8.604,7e-05,0,6.5e-05,3539197,1181,28876751,7990,0,7990
ittage64,734.vpr_r.sp0,200000000,94485461,1e-05,0,2.192,0,0,5e-06,894270,1,42531436,561738,0,561738
ittage64,734.vpr_r.sp1,200000003,367676580,0.1059,0.03468,2.066,0.00068,1.5e-05,0.000795,2268056,2472799,31495203,3709136,31346,3740500
ittage64,735.gem5_r.sp1,200000004,133227158,0.08124,0.004315,0.6343,0.008835,0.115,1.113,2872711,1730192,26584635,3133383,724627,3858014
ittage64,750.sealcrypto_r.sp0,200000000,96359493,6e-05,1e-05,0.0788,0.000245,3e-05,0.00026,469742,186007,2752435,929839,422,930259
ittage64,750.sealcrypto_r.sp1,200000003,106499209,9.5e-05,1e-05,0.2464,0.00054,5e-05,0.000545,474975,196732,2769842,983448,332,983779
ittage64,750.sealcrypto_r.sp2,200000003,99129814,0.000235,4.5e-05,0.00597,0.000645,5.5e-05,0.000675,645729,245914,3178315,1229390,478,1229873
ittage64,753.ns3_r.sp0,200000004,118615788,0.09168,0.03189,1.128,0.2606,0.06413,0.9389,3010574,1906176,26509000,3895999,434251,4330254
ittage64,753.ns3_r.sp1,200000003,114073330,0.08174,0.02781,0.8188,0.2234,0.0578,0.9102,3040844,1867110,26577468,3871690,433526,4305217
ittage64,753.ns3_r.sp2,200000003,119782336,0.09684,0.02751,1.212,0.2709,0.0655,0.9373,2974476,1967050,26386261,3930813,437354,4368161
ittage64,777.zstd_r.sp0,200000000,171361878,0.1055,0.000105,4.246,5e-06,0,3.5e-05,3549564,530,18628448,3098,105,3204
ittage64,777.zstd_r.sp1,200000000,171045784,0.1315,0,4.253,5e-06,0,2e-05,3789242,442,18312907,2571,89,2660
ittage64,777.zstd_r.sp2,200000000,88722423,0.001105,0,1.444,1.5e-05,0,3e-05,2582944,557,16086915,1039337,0,1039336
ittage64,burntsushi__ripgrep-2576_w00000,200000002,185447396,0.2137,0.5542,4.931,0.4692,0.161,0.647,1343987,1136396,27843611,3288839,557725,3841712
ittage64,burntsushi__ripgrep-2576_w00001,200000000,103922532,0.001085,0.1717,0.3886,0.00141,0.001055,0.1575,1623497,3406794,25500978,1565110,481375,2045332
ittage64,burntsushi__ripgrep-2576_w00002,200000002,113930361,1.33,0.00502,2.629,0.00553,0.63,4.191,5926582,180244,6654477,4130321,4946194,9074741
ittage64,burntsushi__ripgrep-2576_w00003,200000004,905500379,0.1501,0.1387,5.12,0.00155,1.042,0.6621,526475,566074,38138986,619449,6370174,6988341
ittage64,gin-gonic__gin-3820_w00000,200000000,185911149,0.2105,0.5546,4.88,0.4612,0.1618,0.6445,1338495,1143929,27723101,3293245,558601,3848768
ittage64,gin-gonic__gin-3820_w00001,200000000,149713061,0.4756,0.07609,4.457,0.4873,0.2527,1.276,4178037,101998,29160226,3192418,1123607,4269760
ittage64,gin-gonic__gin-3820_w00002,200000002,139502626,0.2967,0.03031,2.181,0.3633,0.196,1.159,3313961,32574,24719586,4147969,505196,4568267
ittage64,gin-gonic__gin-3820_w00003,200000003,107489577,0.02366,0.1664,1.342,0.02903,0.01849,0.3125,1814411,1808307,29621373,2061826,815715,2875997
ittage64,immutable-js__immutable-js-2006_w00000,200000000,185043554,0.2099,0.5537,4.875,0.4569,0.161,0.6431,1339278,1142914,27805321,3292905,557445,3846226
ittage64,immutable-js__immutable-js-2006_w00001,200000004,179834737,0.1963,0.1556,4.269,0.1867,0.108,0.6163,2686077,338249,25535956,3902266,371430,4188045
ittage64,immutable-js__immutable-js-2006_w00002,200000001,132441052,0.2699,0.05947,1.969,0.3165,0.1044,0.7593,2858426,255677,26416035,3790684,212291,3916686
ittage64,immutable-js__immutable-js-2006_w00003,200000001,175539529,0.2706,0.1568,4.259,0.3197,0.1252,0.6617,2569447,302220,24980435,3959046,442033,4323140
ittage64,prometheus__prometheus-15142.toolchain_w00000,200000001,125751351,0.224,0.00196,1.904,0.3905,0.01314,1.178,2868742,2270,22503194,4834927,38986,4626546
ittage64,prometheus__prometheus-15142.toolchain_w00001,200000001,153510523,0.164,0.04427,1.783,0.1167,0.0324,0.9518,3980965,95753,28286161,4359730,293841,4610203
ittage64,prometheus__prometheus-15142.toolchain_w00002,200000003,194261671,0.07884,0.01172,2.253,0.0512,0.0078,0.4428,3728454,31887,26660963,3827968,97209,3886354
ittage64,prometheus__prometheus-15142.toolchain_w00003,200000004,140731668,0.04984,0.00061,2.066,0.02495,0.00069,0.2532,3598611,327,23428527,3398205,553421,3910205
ittage64,prometheus__prometheus-15142_w00000,200000001,185149144,0.2087,0.5554,4.882,0.4527,0.1575,0.6394,1340903,1143558,27745991,3291834,557532,3845464
ittage64,prometheus__prometheus-15142_w00001,200000003,99702344,0.02631,0.1783,0.3023,0.02675,0.01665,0.1446,1046412,2182114,28024063,2909155,455798,3364961
ittage64,prometheus__prometheus-15142_w00002,200000001,93358995,0.02617,0.174,0.25,0.02617,0.0151,0.1449,1070720,2203888,27907843,2934958,459156,3394118
ittage64,prometheus__prometheus-15142_w00003,200000002,150498478,0.04954,0.1083,0.9104,0.03613,0.005615,0.3466,2343677,1225186,28248278,3185489,218378,3357383
ittage64,redis__redis-13115.toolchain_w00000,200000000,175989942,0.2,0.02603,2.326,0.4219,0.01256,0.6066,1422550,258905,18214206,3370174,42561,3385912
ittage64,redis__redis-13115.toolchain_w00001,200000001,178066031,0.08347,0.000595,0.7911,0.01265,8e-05,0.09647,4886927,681089,25554129,5449207,29448,5463099
ittage64,redis__redis-13115.toolchain_w00002,200000000,87529050,0.01455,0.00481,0.6025,0.01455,0.000605,0.4152,3616939,956157,22183585,4982184,358492,5322826
ittage64,redis__redis-13115.toolchain_w00003,200000001,79948374,0.055,0.00478,0.9501,0.06681,0.00209,0.4379,1502885,981476,29529519,4711492,95642,4768950
ittage64,redis__redis-13115_w00000,200000004,186047852,0.2122,0.5526,4.923,0.4657,0.1585,0.645,1340333,1141333,27784682,3285943,558221,3840586
ittage64,redis__redis-13115_w00001,200000002,170074587,0.2593,0.101,3.998,0.384,0.05507,0.8875,1646708,388827,28178062,3808992,115125,3839799
ittage64,redis__redis-13115_w00002,200000001,165327674,0.3223,0.1337,5.699,0.5172,0.08136,0.9505,1642019,375212,28127382,3747887,165628,3843751
ittage64,redis__redis-13115_w00003,200000000,526792739,1.099,0.1275,3.504,0.1167,1.177,0.1814,2239988,1294762,33730624,2627001,1399561,4025098
ittage64,rubocop__rubocop-13668.toolchain_w00000,200000001,146813178,0.238,0.3549,2.959,0.2824,0.05627,0.3867,2330790,695381,23209522,3894479,358147,4251023
ittage64,rubocop__rubocop-13668.toolchain_w00001,200000000,138932742,0.2052,0.4555,2.968,0.1651,0.09528,0.2915,2560167,842900,25945846,3752199,533075,4285220
ittage64,rubocop__rubocop-13668.toolchain_w00002,200000004,127787074,0.02513,0.382,1.512,0.03583,0.00309,0.229,2856849,853940,26973105,3826115,669375,4495487
ittage64,rubocop__rubocop-13668.toolchain_w00003,200000004,188253581,1.136,0.8157,1.185,0.1272,1.049,0.2523,2621483,2460040,21875057,3438100,454029,3889525
ittage64,rubocop__rubocop-13668_w00000,200000001,186224210,0.2132,0.5651,4.889,0.4659,0.1552,0.6492,1337631,1151645,27665919,3291849,550778,3839149
ittage64,rubocop__rubocop-13668_w00001,200000000,119102369,1.211,0.2181,0.8057,0.04303,1.184,0.1127,2936479,3009905,22173962,2359426,421710,2779302
ittage64,rubocop__rubocop-13668_w00002,200000003,177818717,1.021,0.4536,1.118,0.0829,0.9731,0.1979,2754256,2510435,21777716,3181829,638538,3817961
ittage64,rubocop__rubocop-13668_w00003,200000004,107638833,0.00107,0.1717,0.4262,0.001085,0.000485,0.1539,1631261,3361281,25662991,1544247,425847,1968815
perfind,706.stockfish_r.sp0,200000000,138298232,0.000965,0.00026,4.868,0.01184,6e-05,0.03401,2009566,192645,15203047,1648859,4237,1653096
perfind,706.stockfish_r.sp1,200000003,145079277,8.5e-05,0,5.571,0.00631,5e-06,0.04018,1890249,209929,15908622,1658393,11,1658390
perfind,706.stockfish_r.sp2,200000001,140635334,8.5e-05,0,4.855,0.00791,0,0.01865,1885935,181712,15526242,1495433,0,1495426
perfind,707.ntest_r.sp0,200000001,111475008,5e-06,0,2.187,0,0,0.02058,1193798,3554,9902725,2792298,0,2792293
perfind,707.ntest_r.sp1,200000004,112078293,3.5e-05,0,2.33,5e-06,0,0.02708,1102657,4064,8753593,2555805,10,2555832
perfind,707.ntest_r.sp2,200000004,113051793,5.5e-05,0,0.6586,3e-05,0,0.00189,925054,2933,5627153,2141141,6,2141133
perfind,708.sqlite_r.sp0,200000000,174682358,1e-05,0,0.02135,5e-06,0,5e-06,8394659,3043112,23399662,1147718,393457,1541175
perfind,708.sqlite_r.sp1,200000004,171663542,0.00261,0.000135,2.014,0.001505,0.0001,0.104,3689725,1701518,27818776,2489608,799833,3289443
perfind,708.sqlite_r.sp2,200000002,112591157,0.00099,0,0.6083,5e-06,0,0.004,4870805,2002843,30168925,1496289,528775,2025065
perfind,710.omnetpp_r.sp0,200000002,189741636,0.00121,0,6.895,4.5e-05,0.000315,0.00172,561500,613960,44860635,778398,407807,1186205
perfind,710.omnetpp_r.sp2,200000003,245155958,0.8163,0,2.675,0.0176,0.7986,1.029,2569700,1730054,21604710,3392407,2679525,6071927
perfind,714.cpython_r.sp0,200000004,94960121,0.00054,1.5e-05,0.003455,0.00014,0.00014,0.000955,3561122,3085338,25261156,2806017,562356,3368371
perfind,714.cpython_r.sp1,200000001,96966944,0.3232,1.5e-05,0.9699,0.08081,0,0.4847,3296169,2052009,27904125,3344642,484732,3829365
perfind,721.gcc_r.sp1,200000001,155172232,0.133,0.00215,4.036,0.06978,0.025,0.2615,3000985,358968,29282270,3165607,283659,3449273
perfind,723.llvm_r.sp1,200000001,148342931,0.6332,0.02479,7.382,1.176,0.0395,0.5431,2945746,804418,27258443,4535660,158516,4694183
perfind,723.llvm_r.sp2,200000003,105796719,0.03164,0,0.7407,0.000365,0,0.00145,1774234,978910,23664945,5607478,7958,5615436
perfind,727.cppcheck_r.sp1,200000004,365455696,0.02997,0.000165,0.2722,0.00611,0.00043,0.05365,2783886,1874956,38324849,4049222,97085,4146302
perfind,727.cppcheck_r.sp2,200000001,154072718,0.00059,1e-05,0.1781,0.00028,5e-06,0.00026,1633648,401871,44570339,3204586,11486,3216072
perfind,729.abc_r.sp0,200000003,162444024,0.000105,0,11,1.5e-05,0,1.5e-05,3801460,2539,27530713,21062,0,21061
perfind,729.abc_r.sp2,200000004,163085895,0.00013,1.5e-05,8.604,7e-05,0,6.5e-05,3539197,1181,28876751,7990,0,7990
perfind,734.vpr_r.sp0,200000000,94485461,1e-05,0,2.192,0,0,5e-06,894270,1,42531436,561738,0,561738
perfind,734.vpr_r.sp1,200000003,367592540,0.1059,0.000155,2.066,0.00068,1.5e-05,0.000795,2268056,2472799,31495203,3709136,31346,3740500
perfind,735.gem5_r.sp1,200000004,132851800,0.08124,0.00034,0.6343,0.008835,0.0796,1.113,2872711,1730192,26584635,3133383,724627,3858014
perfind,750.sealcrypto_r.sp0,200000000,96359493,6e-05,1e-05,0.0788,0.000245,3e-05,0.00026,469742,186007,2752435,929839,422,930259
perfind,750.sealcrypto_r.sp1,200000003,106499209,9.5e-05,1e-05,0.2464,0.00054,5e-05,0.000545,474975,196732,2769842,983448,332,983779
perfind,750.sealcrypto_r.sp2,200000003,99129814,0.000235,4e-05,0.00597,0.000645,5.5e-05,0.000675,645729,245914,3178315,1229390,478,1229873
perfind,753.ns3_r.sp0,200000004,118351516,0.09168,0.005565,1.128,0.2606,0.04255,0.9389,3010574,1906176,26509000,3895999,434251,4330254
perfind,753.ns3_r.sp1,200000003,113826448,0.08174,0.004845,0.8188,0.2234,0.03723,0.9102,3040844,1867110,26577468,3871690,433526,4305217
perfind,753.ns3_r.sp2,200000003,119536391,0.09684,0.00518,1.212,0.2709,0.04394,0.9373,2974476,1967050,26386261,3930813,437354,4368161
perfind,777.zstd_r.sp0,200000000,171361878,0.1055,0,4.246,5e-06,0,3.5e-05,3549564,530,18628448,3098,105,3204
perfind,777.zstd_r.sp1,200000000,171045784,0.1315,0,4.253,5e-06,0,2e-05,3789242,442,18312907,2571,89,2660
perfind,777.zstd_r.sp2,200000000,88722423,0.001105,0,1.444,1.5e-05,0,3e-05,2582944,557,16086915,1039337,0,1039336
perfind,burntsushi__ripgrep-2576_w00000,200000002,182866066,0.2137,0.02708,4.931,0.4692,0.03767,0.647,1343987,1136396,27843611,3288839,557725,3841712
perfind,burntsushi__ripgrep-2576_w00001,200000000,103247675,0.001085,1e-05,0.3886,0.00141,0,0.1575,1623497,3406794,25500978,1565110,481375,2045332
perfind,burntsushi__ripgrep-2576_w00002,200000002,113906918,1.33,0.000145,2.629,0.00553,0.6289,4.191,5926582,180244,6654477,4130321,4946194,9074741
perfind,burntsushi__ripgrep-2576_w00003,200000004,897509054,0.1501,0.00057,5.12,0.00155,0.02188,0.6621,526475,566074,38138986,619449,6370174,6988341
perfind,gin-gonic__gin-3820_w00000,200000000,183360676,0.2105,0.02688,4.88,0.4612,0.03764,0.6445,1338495,1143929,27723101,3293245,558601,3848768
perfind,gin-gonic__gin-3820_w00001,200000000,148214855,0.4756,0.006045,4.457,0.4873,0.0831,1.276,4178037,101998,29160226,3192418,1123607,4269760
perfind,gin-gonic__gin-3820_w00002,200000002,138729442,0.2967,0.004245,2.181,0.3633,0.06409,1.159,3313961,32574,24719586,4147969,505196,4568267
perfind,gin-gonic__gin-3820_w00003,200000003,106763990,0.02366,0.00148,1.342,0.02903,0.00802,0.3125,1814411,1808307,29621373,2061826,815715,2875997
perfind,immutable-js__immutable-js-2006_w00000,200000000,182447372,0.2099,0.02627,4.875,0.4569,0.03723,0.6431,1339278,1142914,27805321,3292905,557445,3846226
perfind,immutable-js__immutable-js-2006_w00001,200000004,178191120,0.1963,0.00715,4.269,0.1867,0.01917,0.6163,2686077,338249,25535956,3902266,371430,4188045
perfind,immutable-js__immutable-js-2006_w00002,200000001,131648503,0.2699,0.00879,1.969,0.3165,0.07608,0.7593,2858426,255677,26416035,3790684,212291,3916686
perfind,immutable-js__immutable-js-2006_w00003,200000001,173803421,0.2706,0.01059,4.259,0.3197,0.03553,0.6617,2569449,302220,24980463,3959049,442035,4323149
perfind,prometheus__prometheus-15142.toolchain_w00000,200000001,125674803,0.224,0.00036,1.904,0.3905,0.00977,1.178,2868742,2270,22503194,4834927,38986,4626546
perfind,prometheus__prometheus-15142.toolchain_w00001,200000001,152967558,0.164,0.000505,1.783,0.1167,0.00552,0.9518,3980965,95753,28286161,4359730,293841,4610203
perfind,prometheus__prometheus-15142.toolchain_w00002,200000003,194069641,0.07884,0.000185,2.253,0.0512,0.001685,0.4428,3728454,31887,26660963,3827968,97209,3886354
perfind,prometheus__prometheus-15142.toolchain_w00003,200000004,140743608,0.04984,0,2.066,0.02495,1e-05,0.2532,3598611,327,23428527,3398205,553421,3910205
perfind,prometheus__prometheus-15142_w00000,200000001,182606150,0.2087,0.02627,4.882,0.4527,0.03732,0.6394,1340903,1143558,27745991,3291834,557532,3845464
perfind,prometheus__prometheus-15142_w00001,200000003,99105247,0.02631,0.00022,0.3023,0.02675,0.01329,0.1446,1046412,2182114,28024063,2909155,455798,3364961
perfind,prometheus__prometheus-15142_w00002,200000001,92775797,0.02617,4.5e-05,0.25,0.02617,0.01332,0.1449,1070720,2203888,27907843,2934958,459156,3394118
perfind,prometheus__prometheus-15142_w00003,200000002,149979983,0.04954,0.00136,0.9104,0.03613,0.00135,0.3466,2343677,1225186,28248278,3185489,218378,3357383
perfind,redis__redis-13115.toolchain_w00000,200000000,175917442,0.2,0.009725,2.326,0.4219,0.009795,0.6066,1422550,258905,18214206,3370174,42561,3385912
perfind,redis__redis-13115.toolchain_w00001,200000001,178052081,0.08347,0.000105,0.7911,0.01265,4e-05,0.09647,4886927,681089,25554129,5449207,29448,5463099
perfind,redis__redis-13115.toolchain_w00002,200000000,87496631,0.01455,0.0003,0.6025,0.01455,0.00019,0.4152,3616939,956157,22183585,4982184,358492,5322826
perfind,redis__redis-13115.toolchain_w00003,200000001,79920975,0.055,0.002045,0.9501,0.06681,0.00107,0.4379,1502885,981476,29529519,4711492,95642,4768950
perfind,redis__redis-13115_w00000,200000004,183492540,0.2122,0.02692,4.923,0.4657,0.03761,0.645,1340333,1141333,27784682,3285943,558221,3840586
perfind,redis__redis-13115_w00001,200000002,169295428,0.2593,0.01851,3.998,0.384,0.03019,0.8875,1646708,388827,28178062,3808992,115125,3839799
perfind,redis__redis-13115_w00002,200000001,164258055,0.3223,0.024,5.699,0.5172,0.04215,0.9505,1642019,375212,28127382,3747887,165628,3843751
perfind,redis__redis-13115_w00003,200000000,523361249,1.099,0.000745,3.504,0.1167,1.022,0.1814,2239988,1294762,33730624,2627001,1399561,4025098
perfind,rubocop__rubocop-13668.toolchain_w00000,200000001,145166055,0.238,0.00809,2.959,0.2824,0.0497,0.3867,2330790,695381,23209522,3894479,358147,4251023
perfind,rubocop__rubocop-13668.toolchain_w00001,200000000,136878417,0.2052,0.007505,2.968,0.1651,0.09113,0.2915,2560167,842900,25945846,3752199,533075,4285220
perfind,rubocop__rubocop-13668.toolchain_w00002,200000004,126034978,0.02513,0.001195,1.512,0.03583,0.00123,0.229,2856849,853940,26973105,3826115,669375,4495487
perfind,rubocop__rubocop-13668.toolchain_w00003,200000004,183922599,1.136,0.00677,1.185,0.1272,1.023,0.2523,2621483,2460040,21875057,3438100,454029,3889525
perfind,rubocop__rubocop-13668_w00000,200000001,183623751,0.2132,0.02678,4.889,0.4659,0.0378,0.6492,1337631,1151645,27665919,3291849,550778,3839149
perfind,rubocop__rubocop-13668_w00001,200000000,118158347,1.211,0.00319,0.8057,0.04303,1.181,0.1127,2936479,3009905,22173962,2359426,421710,2779302
perfind,rubocop__rubocop-13668_w00002,200000003,175779810,1.021,0.00524,1.118,0.0829,0.9596,0.1979,2754256,2510435,21777716,3181829,638538,3817961
perfind,rubocop__rubocop-13668_w00003,200000004,106996597,0.00107,1e-05,0.4262,0.001085,0,0.1539,1631261,3361281,25662991,1544247,425847,1968815
